lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal,         snf0,snf1,snf2,snf3
37.410390,-122.059652,326.482452,312.707153,16.982758,15.567177,-25.502491,34.367544,6,-86,-88,-83,-83
37.410390,-122.059652,326.504028,312.728729,17.397339,15.949932,-25.908291,35.047215,6,-86,-88,-83,-83
37.410390,-122.059652,326.515564,312.740265,17.281258,15.766872,-25.794666,34.822420,6,-86,-88,-83,-83
37.410390,-122.059652,326.480499,312.705200,17.762177,15.284267,-25.778439,34.837216,6,-86,-88,-83,-83
37.410390,-122.059652,326.453583,312.678284,16.966194,15.450684,-25.616123,34.391294,6,-86,-88,-82,-82
37.410390,-122.059652,326.465027,312.689728,17.181786,15.833443,-25.372654,34.491785,6,-86,-83,-82,-82
37.410390,-122.059652,326.485840,312.710541,16.999390,15.617104,-25.323956,34.266250,6,-86,-83,-82,-82
37.410390,-122.059652,326.477631,312.702332,17.098900,15.450684,-25.453808,34.336458,6,-86,-83,-82,-82
37.410390,-122.059652,326.467773,312.692474,17.281319,15.334194,-25.112942,34.123911,6,-86,-83,-82,-82
37.410390,-122.059652,326.448120,312.672821,17.496895,15.483967,-25.259029,34.408039,6,-86,-83,-82,-82
37.410390,-122.059652,326.446960,312.671661,17.165230,15.716949,-25.940746,34.850967,6,-86,-83,-82,-82
37.410390,-122.059652,326.473999,312.698700,17.098900,15.750240,-25.583652,34.568276,9,-83,-83,-82,-82
37.410390,-122.059652,326.471466,312.696167,17.231575,15.317562,-25.518726,34.391282,9,-83,-83,-82,-82
37.410390,-122.059652,326.452057,312.676758,17.082336,15.101223,-25.048023,33.871177,9,-83,-83,-82,-82
37.410390,-122.059652,326.416199,312.640900,16.982834,15.101215,-25.177876,33.917381,9,-83,-83,-81,-81
37.410390,-122.059652,326.393524,312.618225,17.596405,15.783520,-25.583675,34.832132,9,-83,-83,-81,-81
37.410390,-122.059652,326.384064,312.608765,17.480331,15.500610,-25.470058,34.562332,9,-83,-83,-81,-81
37.410390,-122.059652,326.385101,312.609802,17.198433,15.683674,-25.713528,34.683558,9,-83,-83,-81,-81
37.410390,-122.059652,326.375793,312.600494,17.098946,15.317554,-25.323956,34.180464,9,-83,-79,-81,-81
37.410390,-122.059652,326.358734,312.583435,16.916534,15.001354,-25.112957,33.791573,9,-83,-79,-81,-81
