lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal,         snf0,snf1,snf2,snf3
37.410460,-122.059753,310.270355,296.491241,16.522066,8.831841,-25.320023,31.497359,37,-86,-91,-78,-78
37.410460,-122.059753,310.329895,296.550781,16.754225,9.098106,-25.742043,32.033301,37,-86,-91,-78,-78
37.410460,-122.059753,310.325989,296.546875,16.654726,8.698711,-25.417423,31.608431,37,-86,-91,-78,-78
37.410460,-122.059753,310.345703,296.566589,16.256731,8.798565,-25.709587,31.665106,37,-86,-91,-78,-78
37.410460,-122.059753,310.351044,296.571930,16.505472,8.915054,-25.595970,31.734248,37,-86,-91,-78,-78
37.410460,-122.059753,310.408051,296.628937,16.090891,8.898418,-25.677116,31.581845,37,-86,-91,-78,-78
37.410460,-122.059753,310.438171,296.659058,16.240133,8.981632,-25.498573,31.537103,37,-86,-91,-78,-78
37.410460,-122.059753,310.450562,296.671448,16.007967,8.781933,-25.368721,31.256189,37,-84,-83,-91,-91
37.410460,-122.059753,310.468933,296.689819,16.057714,8.765293,-25.579739,31.448427,37,-84,-83,-91,-91
37.410460,-122.059753,310.481049,296.701935,16.256712,8.565594,-25.190178,31.180044,37,-84,-83,-91,-91
37.410460,-122.059753,310.458740,296.679626,16.422537,8.465740,-24.930473,31.030581,37,-84,-83,-91,-91
37.410460,-122.059753,310.425690,296.646576,16.306456,8.482384,-25.336258,31.301394,37,-84,-83,-91,-91
37.410460,-122.059753,310.432220,296.653107,16.124037,8.765293,-25.255104,31.219148,37,-84,-83,-91,-91
37.410460,-122.059753,310.437378,296.658264,16.240118,8.948345,-25.985527,31.922749,37,-84,-83,-91,-91
37.410460,-122.059753,310.478729,296.699615,16.439112,9.247898,-25.660892,31.847283,37,-84,-83,-91,-91
37.410460,-122.059753,310.516937,296.737823,15.958208,8.964989,-25.612198,31.480472,37,-84,-83,-91,-91
37.410460,-122.059753,310.570007,296.790894,16.107454,8.748650,-25.758278,31.614519,37,-79,-78,-77,-77
37.410460,-122.059753,310.529053,296.749939,16.588362,8.399181,-25.547268,31.597198,37,-79,-78,-77,-77
37.410460,-122.059753,310.526947,296.747833,16.439112,9.014915,-25.823204,31.911612,37,-79,-78,-77,-77
37.410460,-122.059753,310.527710,296.748596,16.439112,8.815212,-25.563499,31.645614,37,-79,-78,-77,-77
37.410460,-122.059753,310.561676,296.782562,16.173780,9.014915,-25.660881,31.643968,37,-79,-78,-77,-77
37.410460,-122.059753,310.572968,296.793854,16.472273,8.748642,-25.336250,31.461088,37,-79,-78,-77,-77
37.410460,-122.059753,310.600372,296.821259,16.455690,9.064831,-25.774509,31.894925,37,-79,-78,-77,-77
37.410460,-122.059753,310.647827,296.868713,15.659704,8.865135,-26.066677,31.674731,37,-79,-78,-77,-77
37.410460,-122.059753,310.651794,296.872681,16.339617,8.648800,-25.758278,31.706051,37,-79,-78,-77,-77
37.410460,-122.059753,310.632690,296.853577,16.405947,8.848507,-25.563503,31.637697,37,-83,-84,-84,-84
37.410460,-122.059753,310.634155,296.855042,16.604937,8.915073,-25.855667,31.995593,37,-83,-84,-84,-84
37.410460,-122.059753,310.609314,296.830200,16.339605,8.515678,-26.115360,31.961094,37,-83,-84,-84,-84
37.410460,-122.059753,310.578094,296.798981,16.389357,8.499039,-25.904350,31.810062,37,-83,-84,-84,-84
37.410460,-122.059753,310.607178,296.828064,16.240114,9.048214,-25.498569,31.556117,37,-83,-84,-84,-84
37.410460,-122.059753,310.637970,296.858856,16.389364,8.831863,-25.709568,31.742636,37,-83,-84,-84,-84
37.410460,-122.059753,310.629456,296.850342,15.825544,8.399185,-25.969265,31.549911,37,-83,-84,-84,-84
37.410460,-122.059753,310.623260,296.844147,15.925039,8.565598,-25.612175,31.352190,37,-83,-84,-84,-84
37.410460,-122.059753,310.641357,296.862244,16.289873,8.831871,-25.255074,31.323803,37,-83,-84,-84,-84
37.410460,-122.059753,310.636017,296.856903,16.588366,8.898422,-25.904324,32.021708,37,-84,-94,-86,-86
37.410460,-122.059753,310.653809,296.874695,16.488867,8.964989,-25.871861,31.962586,37,-84,-94,-86,-86
37.410460,-122.059753,310.658173,296.879059,16.372786,8.881771,-25.531002,31.603576,37,-84,-94,-86,-86
37.410460,-122.059753,310.673035,296.893921,16.604952,9.048183,-25.628395,31.849783,37,-84,-94,-86,-86
37.410460,-122.059753,310.695648,296.916534,16.074293,8.981621,-25.725792,31.636510,37,-84,-94,-86,-86
37.410460,-122.059753,310.682465,296.903351,16.339617,8.548943,-25.855644,31.758177,37,-84,-94,-86,-86
37.410460,-122.059753,310.658020,296.878906,16.107454,8.748642,-25.758255,31.614499,37,-84,-94,-86,-86
37.410460,-122.059753,310.662476,296.883362,16.157209,8.831852,-25.579716,31.517914,37,-84,-94,-86,-86
37.410460,-122.059753,310.661560,296.882446,16.124041,8.765282,-25.255089,31.219134,37,-84,-94,-86,-86
37.410460,-122.059753,310.645752,296.866638,16.306452,8.648788,-25.303780,31.320651,37,-84,-94,-86,-86
37.410460,-122.059753,310.644745,296.865631,16.223543,8.598869,-25.936821,31.778335,37,-84,-94,-86,-86
