lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal,         snf0,snf1,snf2,snf3
37.410460,-122.059753,154.977097,141.197998,-12.123215,-15.137417,-24.355953,31.134004,1,-80,-90,-91,-91
37.410460,-122.059753,154.974365,141.195267,-11.940830,-14.754723,-24.177402,30.738121,1,-87,-89,-81,-81
37.410460,-122.059753,154.944077,141.164978,-12.620632,-14.837921,-24.193638,31.060850,1,-87,-89,-81,-81
37.410460,-122.059753,154.887207,141.108109,-12.322186,-15.203983,-24.193630,31.117987,1,-87,-89,-81,-81
37.410460,-122.059753,154.902374,141.123276,-11.658966,-14.738094,-24.388416,30.788598,1,-87,-89,-81,-81
37.410460,-122.059753,154.921280,141.142181,-11.741863,-14.754730,-24.599430,30.995248,1,-87,-89,-81,-81
37.410460,-122.059753,154.923752,141.144653,-11.891090,-15.004318,-24.323486,30.954153,1,-87,-89,-81,-81
37.410460,-122.059753,154.933975,141.154877,-12.156380,-15.203995,-24.226101,31.078015,1,-87,-89,-81,-81
37.410460,-122.059753,154.916092,141.136993,-12.023731,-14.771385,-24.518269,31.046891,1,-87,-89,-81,-81
37.410460,-122.059753,154.904968,141.125870,-12.056889,-14.804661,-24.810440,31.306620,1,-87,-89,-81,-81
37.410460,-122.059753,154.925308,141.146210,-12.056889,-15.104164,-24.226109,30.990461,1,-80,-82,-81,-81
37.410460,-122.059753,154.913986,141.134888,-12.090046,-14.704830,-24.648132,31.143726,1,-80,-82,-81,-81
37.410460,-122.059753,154.847183,141.068085,-12.438240,-14.621635,-24.924061,31.459670,1,-80,-82,-81,-81
37.410460,-122.059753,154.835831,141.056732,-12.206112,-15.253914,-24.599430,31.413421,1,-80,-82,-81,-81
37.410460,-122.059753,154.851700,141.072601,-12.106632,-15.154091,-24.664368,31.377509,1,-80,-82,-81,-81
37.410460,-122.059753,154.866531,141.087433,-11.990570,-15.137447,-24.291027,31.031759,1,-80,-82,-81,-81
37.410460,-122.059753,154.919174,141.140076,-11.642376,-15.353760,-24.631897,31.273203,1,-80,-82,-81,-81
37.410460,-122.059753,154.919861,141.140762,-12.255859,-14.937786,-24.648125,31.318902,1,-80,-82,-81,-81
37.410460,-122.059753,154.907898,141.128799,-12.371923,-15.087536,-25.118839,31.806514,1,-80,-82,-81,-81
37.410460,-122.059753,154.868393,141.089294,-12.405085,-15.087528,-24.566967,31.385594,1,-80,-82,-81,-81
37.410460,-122.059753,154.891190,141.112091,-11.741863,-15.320477,-24.534512,31.217473,1,-80,-82,-81,-81
37.410460,-122.059753,154.951935,141.172836,-11.990578,-15.536781,-24.323494,31.253766,1,-80,-82,-81,-81
37.410460,-122.059753,154.986160,141.207062,-11.841351,-14.887859,-24.599438,31.096596,1,-80,-82,-81,-81
37.410460,-122.059753,154.974594,141.195496,-12.172966,-14.821301,-24.599438,31.192698,1,-80,-82,-81,-81
37.410460,-122.059753,154.973816,141.194717,-12.322193,-15.270557,-24.388428,31.302105,1,-84,-82,-87,-87
37.410460,-122.059753,154.990570,141.211472,-11.791618,-14.871216,-24.485821,30.979844,1,-84,-82,-87,-87
37.410460,-122.059753,154.984848,141.205750,-12.206127,-15.087528,-24.339733,31.129498,1,-84,-82,-87,-87
37.410460,-122.059753,154.987762,141.208664,-12.139809,-15.486862,-24.274807,31.248746,1,-84,-82,-87,-87
37.410460,-122.059753,155.017395,141.238297,-12.073483,-15.486866,-24.534512,31.425376,1,-84,-82,-87,-87
37.410460,-122.059753,154.994705,141.215607,-12.222710,-14.804668,-24.291042,30.961711,1,-84,-82,-87,-87
37.410460,-122.059753,155.005569,141.226471,-11.824776,-15.037617,-24.355965,30.970442,1,-84,-82,-87,-87
37.410460,-122.059753,155.022812,141.243713,-11.857933,-14.904510,-24.875378,31.329530,1,-84,-82,-87,-87
37.410460,-122.059753,155.034149,141.255051,-11.841351,-14.588367,-24.664368,31.005952,1,-84,-82,-87,-87
37.410460,-122.059753,155.033035,141.253937,-11.940838,-14.954426,-24.372200,30.987459,1,-83,-88,-81,-81
37.410460,-122.059753,155.028534,141.249435,-11.973999,-14.854591,-24.274818,30.875595,1,-83,-88,-81,-81
37.410460,-122.059753,155.006439,141.227341,-12.388517,-14.904507,-24.226109,31.024571,1,-83,-88,-81,-81
37.410460,-122.059753,154.947861,141.168762,-12.289032,-14.471897,-24.355965,30.881534,1,-83,-88,-81,-81
37.410460,-122.059753,154.911865,141.132767,-12.172977,-14.788033,-25.151314,31.614172,1,-83,-88,-81,-81
37.410460,-122.059753,154.917450,141.138351,-12.206127,-14.821320,-24.794220,31.359439,1,-83,-88,-81,-81
37.410460,-122.059753,154.890320,141.111221,-12.504580,-15.420319,-24.144955,31.259072,1,-83,-88,-81,-81
37.410460,-122.059753,154.905807,141.126709,-12.222713,-15.337120,-24.680595,31.523860,1,-83,-88,-81,-81
37.410460,-122.059753,154.907761,141.128662,-12.123226,-15.170731,-24.583206,31.328225,1,-83,-88,-81,-81
37.410460,-122.059753,154.902328,141.123230,-12.322201,-15.037617,-24.680595,31.418121,1,-82,-82,-79,-79
37.410460,-122.059753,154.871796,141.092697,-12.139816,-14.854580,-24.242332,30.914792,1,-82,-82,-79,-79
37.410460,-122.059753,154.874695,141.095596,-12.090073,-15.137447,-24.485809,31.222861,1,-82,-82,-79,-79
37.410460,-122.059753,154.897751,141.118652,-12.073490,-14.788021,-24.469582,31.035708,1,-82,-82,-79,-79
37.410460,-122.059753,154.854630,141.075531,-12.371948,-14.788021,-24.631897,31.280681,1,-82,-82,-79,-79
37.410460,-122.059753,154.867767,141.088669,-11.891109,-15.104156,-24.810440,31.386175,1,-82,-82,-79,-79
37.410460,-122.059753,154.883636,141.104538,-11.974014,-14.754738,-24.761753,31.212557,1,-82,-82,-79,-79
37.410460,-122.059753,154.892502,141.113403,-11.924271,-15.370377,-24.193630,31.044620,1,-82,-82,-79,-79
37.410460,-122.059753,154.889450,141.110352,-12.239307,-14.954407,-24.242336,31.002029,1,-82,-82,-79,-79
37.410460,-122.059753,154.905273,141.126175,-11.808212,-15.420296,-24.469582,31.240676,1,-80,-78,-91,-91
37.410460,-122.059753,154.903351,141.124252,-12.156406,-14.604980,-24.453346,30.968529,1,-80,-78,-91,-91
37.410460,-122.059753,154.888763,141.109665,-12.007183,-14.754738,-24.696823,31.173832,1,-80,-78,-91,-91
37.410460,-122.059753,154.871582,141.092484,-12.255894,-15.070873,-24.810440,31.510254,1,-80,-78,-91,-91
37.410460,-122.059753,154.909470,141.130371,-11.559509,-15.004314,-24.615665,31.059341,1,-80,-78,-91,-91
37.410460,-122.059753,154.953995,141.174896,-11.857964,-15.037594,-24.388424,31.008640,1,-80,-78,-91,-91
37.410460,-122.059753,154.953079,141.173981,-12.156410,-14.971035,-24.453346,31.142838,1,-80,-78,-91,-91
37.410460,-122.059753,154.944870,141.165771,-12.156414,-15.170712,-24.128708,30.985859,1,-80,-78,-91,-91
37.410460,-122.059753,154.962723,141.183624,-12.438290,-15.619965,-24.307262,31.456913,1,-80,-78,-91,-91
37.410460,-122.059753,154.979141,141.200043,-11.957451,-15.170712,-24.615665,31.289968,1,-80,-78,-91,-91
37.410460,-122.059753,154.930695,141.151596,-12.537773,-14.921127,-24.891609,31.613731,1,-83,-84,-88,-88
37.410460,-122.059753,154.943146,141.164047,-11.808220,-15.253910,-24.242336,30.980747,1,-83,-84,-88,-88
