lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal
37.410441,-122.060104,338.429657,324.643463,11.791164,9.943707,-39.385880,42.298420,43
37.410441,-122.060104,338.524750,324.738556,12.205746,9.760654,-39.499504,42.478953,43
37.410441,-122.060104,336.872375,323.086182,13.300232,9.793941,-40.148758,43.413595,43
37.410441,-122.060104,335.243591,321.457397,13.996716,10.193348,-39.791668,43.395728,37
37.410441,-122.060104,334.998047,321.211853,14.643452,10.276546,-39.775436,43.613340,37
37.410441,-122.060104,335.413147,321.626953,15.024868,10.393040,-39.337189,43.372530,37
37.410441,-122.060104,335.604218,321.818024,14.925365,10.958851,-39.661816,43.771253,37
37.410441,-122.060104,335.396545,321.610352,14.975117,11.474743,-38.444458,42.824061,37
37.410441,-122.060104,335.866699,322.080505,14.660042,12.123768,-38.071136,42.559535,37
37.410441,-122.060104,337.837830,324.051636,13.383144,11.641163,-38.444458,42.339126,37
37.410441,-122.060104,337.752472,323.966278,12.703236,11.258396,-38.363297,41.950759,37
37.410441,-122.060104,338.592224,324.806030,12.736397,10.958851,-38.265907,41.792247,37
37.410441,-122.060104,339.253204,325.467010,12.471066,10.759159,-38.687927,42.048100,37
37.410441,-122.060104,342.523804,328.737610,11.194172,10.043575,-38.866470,41.674757,37
37.410441,-122.060104,344.055115,330.268921,11.044922,10.426327,-38.558075,41.441811,37
37.410441,-122.060104,345.215668,331.429474,10.713264,10.426327,-38.460686,41.263866,37
37.410441,-122.060104,345.849304,332.063110,10.215767,9.727367,-38.525616,41.026901,37
37.410441,-122.060104,345.858063,332.071869,9.651936,9.727367,-38.200981,40.584437,37
37.410441,-122.060104,347.344910,333.558716,8.739868,9.677448,-38.054893,40.227021,37
37.410441,-122.060104,347.978943,334.192749,8.855965,9.594234,-37.908813,40.094334,37
37.410441,-122.060104,347.265991,333.479797,9.088131,9.727375,-38.006199,40.270176,37
37.410441,-122.060104,348.189301,334.403107,8.872547,9.843861,-38.217209,40.449706,37
37.410441,-122.060104,347.636475,333.850281,8.574055,9.411182,-37.632877,39.728053,37
37.410441,-122.060104,346.767181,332.980988,8.855957,9.694088,-37.616646,39.842381,37
37.410441,-122.060104,346.896454,333.110260,8.822784,9.727367,-37.519257,39.751199,37
37.410441,-122.060104,347.456970,333.670776,8.441376,9.677433,-37.730263,39.855768,37
37.410441,-122.060104,349.168915,335.382721,7.943886,9.477741,-37.762730,39.736088,37
37.410441,-122.060104,348.968628,335.182434,8.209209,9.211475,-37.925041,39.881714,37
37.410441,-122.060104,348.039154,334.252960,8.773029,9.477734,-37.925041,40.063727,37
37.410441,-122.060104,347.794159,334.007965,8.673531,8.845356,-38.347057,40.298477,37
37.410441,-122.060104,347.377869,333.591675,9.071529,9.311329,-38.639221,40.767425,37
37.410441,-122.060104,346.675140,332.888947,9.137867,9.577587,-37.925037,40.168884,37
37.410441,-122.060104,346.410950,332.624756,8.839367,9.444462,-37.989967,40.131906,37
37.410441,-122.060104,346.514191,332.727997,8.258961,9.261402,-37.973736,39.949826,37
37.410441,-122.060104,346.799561,333.013367,8.375042,9.111629,-38.379513,40.325552,37
37.410441,-122.060104,347.953156,334.166962,8.043377,9.544308,-38.184738,40.172926,37
37.410441,-122.060104,347.570892,333.784698,8.109711,9.278049,-38.282127,40.216550,37
37.410441,-122.060104,346.451477,332.665283,8.590618,9.560963,-37.908806,40.028593,37
37.410441,-122.060104,344.913300,331.127106,9.204193,10.176701,-37.275780,39.721105,37
37.410441,-122.060104,344.671143,330.884949,9.121277,10.326488,-36.837532,39.329859,37
37.410441,-122.060104,345.261810,331.475616,8.491119,10.326488,-37.421867,39.738289,37
37.410441,-122.060104,347.108154,333.321960,7.678539,10.576107,-36.853767,39.102611,37
37.410441,-122.060104,346.553131,332.766937,7.844372,10.409695,-37.210861,39.427707,37
37.410441,-122.060104,346.233307,332.447113,7.827797,10.559475,-37.097240,39.357111,37
37.410441,-122.060104,347.368378,333.582184,7.628792,11.092007,-36.383057,38.793787,37
37.410441,-122.060104,347.335449,333.549255,7.263958,10.992153,-36.285671,38.603659,37
