lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal
37.410597,-122.059530,122.618431,108.832245,-16.889992,-8.841034,-15.513733,24.578682,38
37.410597,-122.059530,123.426590,109.640404,-17.271053,-9.090607,-15.562424,24.962320,38
37.410597,-122.059530,127.051094,113.264908,-16.691174,-9.739483,-15.416367,24.720784,38
37.410597,-122.059530,129.204544,115.418365,-16.111294,-10.554733,-15.984364,25.029504,38
37.410597,-122.059530,130.327591,116.541405,-16.078156,-11.087139,-15.789619,25.114614,38
37.410597,-122.059530,133.002167,119.215981,-16.243847,-12.052132,-15.400135,25.422049,38
37.410597,-122.059530,133.402679,119.616501,-16.740883,-11.885761,-14.783455,25.299783,38
37.410597,-122.059530,131.405090,117.618912,-17.171646,-11.253525,-14.815910,25.318342,38
37.410597,-122.059530,132.825455,119.039276,-16.807140,-11.686108,-14.848362,25.288712,38
37.410597,-122.059530,134.396210,120.610023,-16.492352,-12.334984,-15.091785,25.532557,38
37.410597,-122.059530,133.980301,120.194122,-16.376373,-11.785942,-14.361511,24.765844,38
37.410597,-122.059530,134.519775,120.733589,-16.691174,-12.268436,-14.345284,25.197162,38
37.410597,-122.059530,132.925964,119.139786,-16.691174,-11.835857,-14.702309,25.196045,38
37.410597,-122.059530,133.990829,120.204651,-15.829639,-12.368263,-15.513729,25.381631,38
37.410597,-122.059530,133.816605,120.030426,-16.144424,-12.518002,-15.432583,25.602879,38
37.410597,-122.059530,133.653503,119.867317,-15.862774,-12.102051,-15.708469,25.393764,38
37.410597,-122.059530,132.997269,119.211090,-15.564548,-12.002232,-15.513733,25.039661,38
37.410597,-122.059530,134.516434,120.730255,-15.746799,-13.017132,-15.400135,25.584596,38
37.410597,-122.059530,134.901382,121.115196,-15.630817,-12.734283,-15.091789,25.184252,38
37.410597,-122.059530,134.430664,120.644478,-15.581108,-12.517990,-15.140480,25.073993,38
37.410597,-122.059530,135.586136,121.799957,-15.448563,-13.083672,-15.172935,25.299378,38
37.410597,-122.059530,134.825119,121.038940,-16.376377,-13.017124,-14.491344,25.448582,38
37.410597,-122.059530,135.034256,121.248077,-16.293537,-12.967205,-14.864590,25.584835,38
37.410597,-122.059530,136.614594,122.828415,-16.293537,-13.632717,-14.182991,25.543836,38
37.410597,-122.059530,135.196899,121.410721,-16.475792,-13.150215,-14.393967,25.525794,38
37.410597,-122.059530,135.395874,121.609688,-15.846207,-13.549526,-14.199223,25.225183,38
37.410597,-122.059530,137.004364,123.218185,-15.796497,-13.499615,-14.118088,25.121491,38
