lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal
37.410524,-122.059833,106.649323,92.863136,-17.804119,-4.003544,-23.049133,29.398598,3
37.410524,-122.059833,104.977669,91.191483,-19.113903,-3.254894,-22.318882,29.564643,3
37.410524,-122.059833,103.260429,89.474243,-19.395752,-2.106960,-21.913185,29.339771,3
37.410524,-122.059833,102.959496,89.173309,-19.777077,-1.857410,-21.896961,29.564500,3
37.410524,-122.059833,104.000793,90.214607,-19.213371,-1.957226,-22.318890,29.514695,3
37.410524,-122.059833,102.572372,88.786186,-19.163635,-1.441483,-22.497395,29.588098,3
37.410524,-122.059833,101.921745,88.135559,-19.263119,-1.341663,-22.400024,29.574125,3
37.410524,-122.059833,102.705910,88.919724,-19.661022,-1.175293,-22.140385,29.633321,3
37.410524,-122.059833,102.187675,88.401489,-19.876556,-0.859192,-22.091705,29.729769,3
37.410524,-122.059833,100.543373,86.757187,-20.125252,-0.310181,-22.497410,30.187007,3
37.410524,-122.059833,100.052216,86.266029,-20.357368,-0.043999,-22.205303,30.124739,3
37.410524,-122.059833,98.438965,84.652779,-19.843399,0.338650,-22.773277,30.207571,3
37.410524,-122.059833,96.812401,83.026215,-19.428917,0.588200,-22.821964,29.977839,3
37.410524,-122.059833,96.753441,82.967255,-19.611282,0.371922,-22.903103,30.154483,3
37.410524,-122.059833,95.466576,81.680389,-19.379166,0.371922,-23.325027,30.327336,3
37.410524,-122.059833,95.218239,81.432053,-19.544964,0.471748,-23.032932,30.211655,3
37.410524,-122.059833,95.395050,81.608864,-19.462067,0.388561,-23.698277,30.668083,3
37.410524,-122.059833,95.220909,81.434723,-19.163635,0.854389,-23.698273,30.489064,3
37.410524,-122.059833,94.267311,80.481125,-19.760502,0.554928,-23.243896,30.513343,3
37.410524,-122.059833,94.962990,81.176804,-20.688953,-0.376728,-22.821972,30.806121,3
37.410524,-122.059833,93.861526,80.075340,-20.191563,-0.110542,-22.886883,30.520826,3
37.410524,-122.059833,93.919617,80.133430,-20.058922,-0.476547,-22.400047,30.072405,3
37.410524,-122.059833,93.508606,79.722420,-20.904484,-1.624481,-22.156635,30.504965,3
37.410524,-122.059833,92.584457,78.798271,-21.252655,-1.740944,-21.815845,30.506349,3
37.410524,-122.059833,90.877121,77.090935,-21.368710,-1.857399,-21.896980,30.652070,3
37.410524,-122.059833,90.183044,76.396858,-21.468189,-2.190125,-21.896984,30.743417,3
37.410524,-122.059833,90.924316,77.138130,-22.081623,-2.705864,-21.621113,31.022448,3
37.410524,-122.059833,89.560287,75.774101,-21.832932,-2.589413,-21.572430,30.801813,3
37.410524,-122.059833,90.200462,76.414276,-21.799774,-2.822327,-21.345234,30.640083,3
37.410524,-122.059833,89.930046,76.143860,-21.899250,-2.722504,-21.637341,30.905723,3
37.410524,-122.059833,89.921967,76.135780,-22.048458,-2.572781,-21.556206,30.942264,3
37.410524,-122.059833,89.908829,76.122643,-21.965561,-2.389778,-21.410149,30.766725,3
37.410524,-122.059833,90.041100,76.254913,-21.816349,-3.071880,-21.491287,30.777670,3
37.410524,-122.059833,90.174171,76.387985,-21.600815,-2.589413,-21.150505,30.342118,3
37.410524,-122.059833,90.114296,76.328110,-21.401867,-2.456318,-21.604885,30.509744,3
37.410524,-122.059833,90.153526,76.367340,-21.733456,-2.755779,-21.864529,30.951495,3
37.410524,-122.059833,90.251602,76.465416,-21.335552,-2.190128,-21.734703,30.535222,3
