lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal
37.410461,-122.059758,77.469849,63.683662,-4.499229,-2.049923,-27.139862,27.586543,22
37.410461,-122.059758,77.687492,63.901310,-5.162296,-2.748802,-27.528938,28.143341,22
37.410461,-122.059758,78.610703,64.824516,-5.112568,-3.031685,-26.993958,27.640608,22
37.410461,-122.059758,78.370018,64.583832,-5.162296,-3.081600,-27.496513,28.146115,22
37.410461,-122.059758,78.134453,64.348267,-5.344646,-2.732159,-27.156071,27.811546,22
37.410461,-122.059758,81.322632,67.536446,-5.742489,-2.865276,-27.480297,28.219722,22
37.410461,-122.059758,82.053459,68.267273,-5.725914,-2.748791,-27.496510,28.220560,22
37.410461,-122.059758,85.728706,71.942520,-6.372387,-3.031666,-27.415447,28.309099,22
37.410461,-122.059758,82.042267,68.256081,-6.372395,-2.432625,-27.447872,28.282694,22
37.410461,-122.059758,86.681747,72.895561,-6.521599,-3.015026,-27.237122,28.168820,22
37.410461,-122.059758,87.926865,74.140678,-6.471867,-3.264633,-27.577564,28.514294,22
37.410461,-122.059758,87.399574,73.613388,-6.554756,-2.981750,-27.561359,28.486562,22
37.410461,-122.059758,87.596886,73.810699,-7.383595,-3.114872,-27.042587,28.204989,22
37.410461,-122.059758,87.614281,73.828094,-7.018913,-2.782070,-27.399235,28.420470,22
37.410461,-122.059758,87.439125,73.652939,-6.621086,-2.782070,-27.334389,28.262121,22
37.410461,-122.059758,88.625565,74.839378,-6.637665,-3.198074,-27.642406,28.607497,22
37.410461,-122.059758,88.741112,74.954926,-6.538208,-3.198067,-27.512714,28.459186,22
37.410461,-122.059758,88.955627,75.169441,-6.703972,-3.431030,-27.350605,28.368483,22
37.410461,-122.059758,89.769005,75.982819,-6.322712,-3.281269,-27.399239,28.310099,22
37.410461,-122.059758,88.473862,74.687675,-6.322712,-2.981750,-27.334393,28.214119,22
37.410461,-122.059758,94.089233,80.303047,-6.786854,-3.847031,-27.269550,28.363522,22
37.410461,-122.059758,93.845291,80.059105,-6.355862,-3.980152,-27.366821,28.375720,22
37.410461,-122.059758,93.956062,80.169876,-6.952621,-3.713913,-27.237125,28.354772,22
37.410461,-122.059758,93.847458,80.061272,-7.018929,-3.347832,-27.075008,28.169654,22
